symbol,issuer,cuit,sector,currency,settlement,price,bid,ask,volume,spread_abs,spread_pct,years_to_maturity,maturity_date,liquidity_score,is_mapped
VSCUD,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,1,108.1,108.1,109.05,5.4,0.95,0.8788,3.6824,2030-03-07,77.5,True
ZZC1C,[ZZC],,Sin mapear,EXT,2,102.6,99.95,102.0,5.13,2.05,2.051,0.6434,2027-02-21,73.05,False
PLC2D,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,USD,1,107.25,106.55,107.2,4.28,0.65,0.61,3.5756,2030-01-27,79.1,True
VSCUC,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,2,106.15,103.65,106.1,3.18,2.45,2.3637,3.6824,2030-03-07,72.88,True
TTC9C,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,EXT,2,105.0,0.0,105.0,3.15,,,3.3155,2029-10-24,57.48,True
CP40D,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,USD,2,104.85,102.5,103.95,2.1,1.45,1.4146,1.6893,2028-03-09,74.15,True
TLCOD,Telecom Argentina S.A.,30639453738,Telecomunicaciones,USD,1,103.85,103.45,104.0,2.08,0.55,0.5317,2.412,2028-11-28,78.91,True
PN41C,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,EXT,2,107.0,104.35,106.5,1.07,2.15,2.0604,3.1567,2029-08-27,72.87,True
MGCQC,Pampa Energía S.A.,30526552659,Energía - Electricidad,EXT,2,105.75,105.0,105.6,1.06,0.6,0.5714,2.0999,2028-08-06,78.06,True
CS44D,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,1,104.5,103.4,104.5,1.05,1.1,1.0638,0.5476,2027-01-17,75.16,True
CS47C,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,EXT,2,104.35,0.0,104.35,1.04,,,2.3765,2028-11-15,57.33,True
CIC8C,CNH INDUSTRIAL CAPITAL ARGENTINA S.A.,30714322938,,EXT,2,95.0,94.25,99.62,0.95,5.37,5.6976,2.3682,2028-11-12,69.23,True
EAC4C,MSU GREEN ENERGY S.A.U.,30714155128,,EXT,1,0.0,99.65,99.66,0.0,0.01,0.01,9.9603,2036-06-16,58.32,True
NPCDD,[NPC],,Sin mapear,USD,1,0.0,100.95,101.0,0.0,0.05,0.0495,3.8303,2030-04-30,58.15,False
TLCMC,Telecom Argentina S.A.,30639453738,Telecomunicaciones,EXT,1,0.0,112.9,113.05,0.0,0.15,0.1329,5.0459,2031-07-18,57.46,True
BYCHD,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,2,0.0,107.8,108.05,0.0,0.25,0.2319,2.2779,2028-10-10,56.76,True
DNC7C,EDENOR S.A.,30655116202,,EXT,2,0.0,105.6,105.85,0.0,0.25,0.2367,4.3149,2030-10-24,56.67,True
TSC3C,[TSC],,Sin mapear,EXT,2,0.0,109.75,110.1,0.0,0.35,0.3189,5.0623,2031-07-24,56.07,False
TSC3C,[TSC],,Sin mapear,EXT,1,0.0,109.65,110.1,0.0,0.45,0.4104,5.0623,2031-07-24,55.52,False
BACGC,[BAC],,Sin mapear,EXT,1,0.0,102.85,103.35,0.0,0.5,0.4861,2.9788,2029-06-23,54.95,False
BF37D,Banco BBVA Argentina S.A.,30500003193,Financiero - Bancos,USD,2,0.0,102.7,103.2,0.0,0.5,0.4869,0.1424,2026-08-22,54.91,True
GN49C,Genneia S.A.,30665234114,Energía - Renovable,EXT,1,0.0,102.35,102.85,0.0,0.5,0.4885,7.4223,2033-12-02,54.86,True
HBCDD,BANCO HIPOTECARIO S.A.,30500011072,,USD,2,0.0,101.25,101.75,0.0,0.5,0.4938,0.3888,2026-11-20,54.8,True
BACGD,[BAC],,Sin mapear,USD,1,0.0,106.05,106.65,0.0,0.6,0.5658,2.9788,2029-06-23,54.39,False
CAC5D,Capex S.A.,30629827060,Energía - Electricidad,USD,1,0.0,67.61,68.0,0.0,0.39,0.5768,2.152,2028-08-25,54.31,True
PNXCD,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,USD,1,0.0,111.8,112.45,0.0,0.65,0.5814,5.8316,2032-04-30,54.26,True
VSCVC,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,1,0.0,106.55,107.25,0.0,0.7,0.657,6.9432,2033-06-10,53.75,True
MGCRD,Pampa Energía S.A.,30526552659,Energía - Electricidad,USD,1,0.0,106.15,106.85,0.0,0.7,0.6594,11.373,2037-11-14,53.71,True
TSC3O,[TSC],,Sin mapear,ARS,1,0.0,172370.0,173510.0,0.0,1140.0,0.6614,5.0623,2031-07-24,53.7,False
BACHC,[BAC],,Sin mapear,EXT,1,0.0,105.7,106.4,0.0,0.7,0.6623,4.5777,2031-01-28,53.67,False
BACHC,[BAC],,Sin mapear,EXT,2,0.0,105.7,106.4,0.0,0.7,0.6623,4.5777,2031-01-28,53.67,False
GN49D,Genneia S.A.,30665234114,Energía - Renovable,USD,1,0.0,105.5,106.2,0.0,0.7,0.6635,7.4223,2033-12-02,53.65,True
PLC4C,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,EXT,1,0.0,104.55,105.25,0.0,0.7,0.6695,5.9138,2032-05-30,53.6,True
TTCDC,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,EXT,1,0.0,104.05,104.75,0.0,0.7,0.6728,4.3422,2030-11-03,53.58,True
MGCOC,Pampa Energía S.A.,30526552659,Energía - Electricidad,EXT,2,0.0,103.6,104.3,0.0,0.7,0.6757,8.46,2034-12-16,53.55,True
VSCTC,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,1,0.0,103.25,103.95,0.0,0.7,0.678,9.4428,2035-12-10,53.52,True
OTS5D,[OTS],,Sin mapear,USD,1,0.0,101.9,102.6,0.0,0.7,0.6869,0.3121,2026-10-23,53.43,False
DNCAC,EDENOR S.A.,30655116202,,EXT,1,0.0,101.6,102.3,0.0,0.7,0.689,6.8255,2033-04-28,53.42,True
GN49O,Genneia S.A.,30665234114,Energía - Renovable,ARS,1,0.0,160930.0,162040.0,0.0,1110.0,0.6897,7.4223,2033-12-02,53.39,True
PNXCC,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,EXT,1,0.0,108.2,108.95,0.0,0.75,0.6932,5.8316,2032-04-30,53.34,True
PN43C,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,EXT,1,0.0,107.05,107.8,0.0,0.75,0.7006,10.5435,2037-01-15,53.32,True
DNC7C,EDENOR S.A.,30655116202,,EXT,1,0.0,105.05,105.8,0.0,0.75,0.7139,4.3149,2030-10-24,53.25,True
MGCTO,Pampa Energía S.A.,30526552659,Energía - Electricidad,ARS,1,0.0,155360.0,156470.0,0.0,1110.0,0.7145,2.7515,2029-04-01,53.24,True
ARC1C,Aeropuertos Argentina 2000 S.A.,30696170580,Infraestructura - Aeropuertos,EXT,1,0.0,104.45,105.2,0.0,0.75,0.718,5.0842,2031-08-01,53.22,True
PLC5C,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,EXT,1,0.0,103.7,104.45,0.0,0.75,0.7232,4.8789,2031-05-18,53.15,True
YMCJC,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,1,0.0,103.0,103.75,0.0,0.75,0.7282,7.2498,2033-09-30,53.12,True
MGCRC,Pampa Energía S.A.,30526552659,Energía - Electricidad,EXT,1,0.0,102.75,103.5,0.0,0.75,0.7299,11.373,2037-11-14,53.11,True
MGCTD,Pampa Energía S.A.,30526552659,Energía - Electricidad,USD,1,0.0,102.0,102.75,0.0,0.75,0.7353,2.7515,2029-04-01,53.06,True
ARC1D,Aeropuertos Argentina 2000 S.A.,30696170580,Infraestructura - Aeropuertos,USD,1,0.0,107.8,108.6,0.0,0.8,0.7421,5.0842,2031-08-01,53.01,True
TTCDD,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,USD,1,0.0,107.25,108.05,0.0,0.8,0.7459,4.3422,2030-11-03,52.96,True
LUC5O,[LUC],,Sin mapear,ARS,1,0.0,156000.0,157170.0,0.0,1170.0,0.75,2.6585,2029-02-26,52.94,False
MGCRO,Pampa Energía S.A.,30526552659,Energía - Electricidad,ARS,1,0.0,161550.0,162820.0,0.0,1270.0,0.7861,11.373,2037-11-14,52.79,True
SIC1D,[SIC],,Sin mapear,USD,2,0.0,100.15,100.95,0.0,0.8,0.7988,0.4408,2026-12-09,52.73,False
OZC8C,EMPRESA DISTRIB DE ELECTRICIDAD DE MENDOZA S.A.,30699542454,,EXT,1,0.0,97.0,97.79,0.0,0.79,0.8144,6.9459,2033-06-11,52.6,True
MCC3C,[MCC],,Sin mapear,EXT,2,0.0,98.0,98.8,0.0,0.8,0.8163,3.8604,2030-05-11,52.58,False
LMS8D,BLM DESARROLLOS SA,30718221516,,USD,2,0.0,79.1,79.75,0.0,0.65,0.8217,0.7201,2027-03-21,52.55,True
OZC8C,EMPRESA DISTRIB DE ELECTRICIDAD DE MENDOZA S.A.,30699542454,,EXT,2,0.0,97.0,97.8,0.0,0.8,0.8247,6.9459,2033-06-11,52.51,True
BACHD,[BAC],,Sin mapear,USD,1,0.0,108.95,109.85,0.0,0.9,0.8261,4.5777,2031-01-28,52.5,False
AERBD,[AER],,Sin mapear,USD,2,0.0,100.55,101.4,0.0,0.85,0.8454,0.4572,2026-12-15,52.48,False
VSCTD,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,1,0.0,106.4,107.3,0.0,0.9,0.8459,9.4428,2035-12-10,52.46,True
PN34D,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,USD,1,0.0,102.65,103.55,0.0,0.9,0.8768,1.2402,2027-09-27,52.27,True
JNC5D,[JNC],,Sin mapear,USD,2,0.0,101.1,102.0,0.0,0.9,0.8902,0.2738,2026-10-09,52.22,False
DNC5O,EDENOR S.A.,30655116202,,ARS,1,0.0,166280.0,167770.0,0.0,1490.0,0.8961,2.0972,2028-08-05,52.17,True
BACHO,[BAC],,Sin mapear,ARS,1,0.0,166100.0,167590.0,0.0,1490.0,0.897,4.5777,2031-01-28,52.15,False
ZPC3D,PLAZA LOGISTICA S.R.L.,30655942382,,USD,1,0.0,103.8,104.75,0.0,0.95,0.9152,1.1745,2027-09-03,52.09,True
SIC1O,[SIC],,Sin mapear,ARS,2,0.0,152500.0,153900.0,0.0,1400.0,0.918,0.4408,2026-12-09,52.07,False
VSCTO,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,0.0,162240.0,163730.0,0.0,1490.0,0.9184,9.4428,2035-12-10,52.05,True
BF37O,Banco BBVA Argentina S.A.,30500003193,Financiero - Bancos,ARS,2,0.0,156190.0,157630.0,0.0,1440.0,0.922,0.1424,2026-08-22,51.99,True
MGCMC,Pampa Energía S.A.,30526552659,Energía - Electricidad,EXT,2,0.0,108.0,109.0,0.0,1.0,0.9259,5.1937,2031-09-10,51.96,True
HJCGD,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,USD,2,0.0,101.05,102.0,0.0,0.95,0.9401,2.308,2028-10-21,51.87,True
OZC8D,EMPRESA DISTRIB DE ELECTRICIDAD DE MENDOZA S.A.,30699542454,,USD,1,0.0,100.0,100.95,0.0,0.95,0.95,6.9459,2033-06-11,51.85,True
RCCRD,Arcor S.A.I.C.,30502793175,Consumo - Alimentos,USD,1,0.0,104.0,105.0,0.0,1.0,0.9615,0.8542,2027-05-09,51.81,True
CICBD,CNH INDUSTRIAL CAPITAL ARGENTINA S.A.,30714322938,,USD,1,0.0,101.75,102.75,0.0,1.0,0.9828,2.6119,2029-02-09,51.74,True
YFCKD,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,USD,1,0.0,101.5,102.5,0.0,1.0,0.9852,0.3915,2026-11-21,51.72,True
PHC4D,[PHC],,Sin mapear,USD,2,0.0,100.5,101.5,0.0,1.0,0.995,2.8638,2029-05-12,51.67,False
CS52D,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,2,0.0,98.71,99.7,0.0,0.99,1.0029,1.8316,2028-04-30,51.62,True
OZC3D,EMPRESA DISTRIB DE ELECTRICIDAD DE MENDOZA S.A.,30699542454,,USD,1,0.0,100.7,101.75,0.0,1.05,1.0427,1.4127,2027-11-29,51.54,True
RC5CO,ARCOR S.A.I.C.,30502793175,,ARS,2,0.0,152800.0,154500.0,0.0,1700.0,1.1126,2.8884,2029-05-21,51.31,True
ZPC3O,PLAZA LOGISTICA S.R.L.,30655942382,,ARS,1,0.0,158030.0,159840.0,0.0,1810.0,1.1454,1.1745,2027-09-03,51.2,True
YFCKO,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,1,0.0,155280.0,157070.0,0.0,1790.0,1.1528,0.3915,2026-11-21,51.16,True
YFCJC,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,EXT,2,0.0,103.7,104.9,0.0,1.2,1.1572,6.2943,2032-10-16,51.13,True
CP38D,Cía. General de Combustibles S.A.,30506733932,Energía - Gas,USD,1,0.0,106.35,107.6,0.0,1.25,1.1754,4.4107,2030-11-28,51.07,True
CACDD,Capex S.A.,30629827060,Energía - Electricidad,USD,1,0.0,101.8,103.0,0.0,1.2,1.1788,2.9268,2029-06-04,51.02,True
OZC8O,EMPRESA DISTRIB DE ELECTRICIDAD DE MENDOZA S.A.,30699542454,,ARS,1,0.0,152140.0,154030.0,0.0,1890.0,1.2423,6.9459,2033-06-11,50.87,True
CS51D,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,2,0.0,103.15,104.45,0.0,1.3,1.2603,0.5558,2027-01-20,50.8,True
OTS6O,[OTS],,Sin mapear,ARS,1,0.0,160000.0,162130.0,0.0,2130.0,1.3312,3.0773,2029-07-29,50.69,False
YM40D,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,1,0.0,104.6,106.0,0.0,1.4,1.3384,2.1602,2028-08-28,50.65,True
PNICD,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,USD,2,0.0,82.55,83.67,0.0,1.12,1.3568,5.6044,2032-02-07,50.57,True
VBC1O,[VBC],,Sin mapear,ARS,2,0.0,157530.0,159720.0,0.0,2190.0,1.3902,0.6927,2027-03-11,50.49,False
BYCVO,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,ARS,2,0.0,157040.0,159230.0,0.0,2190.0,1.3945,0.167,2026-08-31,50.44,True
XMC1D,Minera Exar S.A.,30709667587,Minería - Litio,USD,1,0.0,102.55,104.0,0.0,1.45,1.4139,1.3634,2027-11-11,50.37,True
SBC2D,SAN BAUTISTA DEL SUR SA,30715659340,,USD,1,0.0,104.0,105.5,0.0,1.5,1.4423,2.5462,2029-01-16,50.31,True
ZZC1O,[ZZC],,Sin mapear,ARS,1,0.0,157220.0,159500.0,0.0,2280.0,1.4502,0.6434,2027-02-21,50.29,False
ZPC5D,PLAZA LOGISTICA S.R.L.,30655942382,,USD,2,0.0,99.0,100.45,0.0,1.45,1.4646,2.987,2029-06-26,50.24,True
AERBD,[AER],,Sin mapear,USD,1,0.0,100.45,101.95,0.0,1.5,1.4933,0.4572,2026-12-15,50.21,False
SIC1D,[SIC],,Sin mapear,USD,1,0.0,99.5,101.0,0.0,1.5,1.5075,0.4408,2026-12-09,50.18,False
OLC7O,OLEODUCTOS DEL VALLE S.A.,30658840165,,ARS,1,0.0,159500.0,161930.0,0.0,2430.0,1.5235,3.6496,2030-02-23,50.16,True
YM42C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,2,0.0,101.05,102.6,0.0,1.55,1.5339,2.6694,2029-03-02,50.13,True
LMS8O,BLM DESARROLLOS SA,30718221516,,ARS,2,0.0,120500.0,122350.0,0.0,1850.0,1.5353,0.7201,2027-03-21,50.11,True
EAC3D,MSU GREEN ENERGY S.A.U.,30714155128,,USD,1,0.0,100.7,102.3,0.0,1.6,1.5889,2.4723,2028-12-20,50.05,True
LMS8C,BLM DESARROLLOS SA,30718221516,,EXT,2,0.0,76.56,77.78,0.0,1.22,1.5935,0.7201,2027-03-21,50.03,True
OTS5O,[OTS],,Sin mapear,ARS,1,0.0,155200.0,157810.0,0.0,2610.0,1.6817,0.3121,2026-10-23,49.91,False
GN48O,Genneia S.A.,30665234114,Energía - Renovable,ARS,2,0.0,154020.0,156620.0,0.0,2600.0,1.6881,1.6783,2028-03-05,49.9,True
PN37D,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,USD,1,0.0,103.2,104.95,0.0,1.75,1.6957,2.371,2028-11-13,49.86,True
OTS2O,[OTS],,Sin mapear,ARS,1,0.0,158000.0,160700.0,0.0,2700.0,1.7089,0.8131,2027-04-24,49.85,False
T641O,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,ARS,2,0.0,157300.0,160000.0,0.0,2700.0,1.7165,0.8296,2027-04-30,49.82,True
FO4AD,[FO4],,Sin mapear,USD,2,0.0,103.05,104.85,0.0,1.8,1.7467,2.0534,2028-07-20,49.78,False
OLC6O,OLEODUCTOS DEL VALLE S.A.,30658840165,,ARS,1,0.0,161800.0,164700.0,0.0,2900.0,1.7923,2.9295,2029-06-05,49.72,True
IRCND,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,USD,1,0.0,103.1,104.95,0.0,1.85,1.7944,1.3114,2027-10-23,49.7,True
LOC5O,[LOC],,Sin mapear,ARS,1,0.0,162760.0,165690.0,0.0,2930.0,1.8002,1.0623,2027-07-24,49.68,False
LOC5D,[LOC],,Sin mapear,USD,1,0.0,106.55,108.5,0.0,1.95,1.8301,1.0623,2027-07-24,49.57,False
MGCMO,Pampa Energía S.A.,30526552659,Energía - Electricidad,ARS,2,0.0,168650.0,171740.0,0.0,3090.0,1.8322,5.1937,2031-09-10,49.54,True
T672D,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,USD,2,0.0,100.15,102.0,0.0,1.85,1.8472,0.6461,2027-02-22,49.5,True
VSCWD,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,1,0.0,102.05,103.95,0.0,1.9,1.8618,0.7036,2027-03-15,49.49,True
BYCXD,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,2,0.0,102.0,103.95,0.0,1.95,1.9118,0.4983,2026-12-30,49.37,True
PN38C,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,EXT,2,0.0,104.4,106.4,0.0,2.0,1.9157,1.1116,2027-08-11,49.36,True
AERBO,[AER],,Sin mapear,ARS,1,0.0,154000.0,156980.0,0.0,2980.0,1.9351,0.4572,2026-12-15,49.34,False
MGCNC,Pampa Energía S.A.,30526552659,Energía - Electricidad,EXT,2,0.0,99.56,101.5,0.0,1.94,1.9486,2.2615,2028-10-04,49.32,True
PN34O,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,ARS,1,0.0,156500.0,159640.0,0.0,3140.0,2.0064,1.2402,2027-09-27,49.26,True
PLC1O,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,ARS,1,0.0,155590.0,158800.0,0.0,3210.0,2.0631,1.5743,2028-01-27,49.11,True
PN42C,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,EXT,2,0.0,99.13,101.2,0.0,2.07,2.0882,0.794,2027-04-17,49.08,True
TTC9D,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,USD,1,0.0,104.8,107.0,0.0,2.2,2.0992,3.3155,2029-10-24,49.06,True
HBCAD,BANCO HIPOTECARIO S.A.,30500011072,,USD,2,0.0,101.25,103.4,0.0,2.15,2.1235,0.1424,2026-08-22,49.03,True
VBC2O,[VBC],,Sin mapear,ARS,2,0.0,156310.0,159630.0,0.0,3320.0,2.124,0.1807,2026-09-05,49.01,False
EMC1O,[EMC],,Sin mapear,ARS,1,0.0,160900.0,164330.0,0.0,3430.0,2.1318,1.0075,2027-07-04,48.98,False
LOC5C,[LOC],,Sin mapear,EXT,2,0.0,103.2,105.4,0.0,2.2,2.1318,1.0623,2027-07-24,48.98,False
CS49D,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,1,0.0,105.9,108.2,0.0,2.3,2.1719,1.1718,2027-09-02,48.86,True
BPCVD,Banco Supervielle S.A.,33500005179,Financiero - Bancos,USD,2,0.0,98.36,100.5,0.0,2.14,2.1757,0.8433,2027-05-05,48.83,True
IRCNC,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,EXT,2,0.0,99.55,101.75,0.0,2.2,2.2099,1.3114,2027-10-23,48.76,True
BF39D,Banco BBVA Argentina S.A.,30500003193,Financiero - Bancos,USD,2,0.0,101.2,103.45,0.0,2.25,2.2233,0.4298,2026-12-05,48.75,True
PLC1C,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,EXT,2,0.0,98.75,100.95,0.0,2.2,2.2278,1.5743,2028-01-27,48.73,True
PQCTO,Petroquímica Comodoro Rivadavia S.A.,30563598111,Industria - Petroquímica,ARS,2,0.0,158450.0,162000.0,0.0,3550.0,2.2405,2.0561,2028-07-21,48.7,True
BYCHD,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,1,0.0,107.05,109.45,0.0,2.4,2.2419,2.2779,2028-10-10,48.68,True
CS52O,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,2,0.0,149300.0,152670.0,0.0,3370.0,2.2572,1.8316,2028-04-30,48.66,True
CS51O,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,2,0.0,156930.0,160500.0,0.0,3570.0,2.2749,0.5558,2027-01-20,48.63,True
YM40O,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,0.0,159340.0,163000.0,0.0,3660.0,2.297,2.1602,2028-08-28,48.6,True
CS52D,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,1,0.0,97.93,100.2,0.0,2.27,2.318,1.8316,2028-04-30,48.58,True
NPCCD,[NPC],,Sin mapear,USD,1,0.0,109.4,111.95,0.0,2.55,2.3309,3.1513,2029-08-25,48.57,False
SBC3D,SAN BAUTISTA DEL SUR SA,30715659340,,USD,1,0.0,100.1,102.45,0.0,2.35,2.3477,2.9021,2029-05-26,48.53,True
PECND,PETROLERA ACONCAGUA ENERGIA S.A.,30714814229,,USD,1,0.0,67.3,68.89,0.0,1.59,2.3626,6.152,2032-08-25,48.5,True
IRCJC,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,EXT,2,0.0,101.0,103.4,0.0,2.4,2.3762,0.6626,2027-02-28,48.47,True
JNC6D,[JNC],,Sin mapear,USD,2,0.0,103.05,105.5,0.0,2.45,2.3775,1.2567,2027-10-03,48.45,False
MGCQD,Pampa Energía S.A.,30526552659,Energía - Electricidad,USD,1,0.0,107.35,109.95,0.0,2.6,2.422,2.0999,2028-08-06,48.38,True
NPCDC,[NPC],,Sin mapear,EXT,2,0.0,96.38,98.75,0.0,2.37,2.459,3.8303,2030-04-30,48.32,False
TTC8O,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,ARS,1,0.0,155750.0,159600.0,0.0,3850.0,2.4719,1.3142,2027-10-24,48.29,True
CS49O,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,1,0.0,160980.0,165000.0,0.0,4020.0,2.4972,1.1718,2027-09-02,48.27,True
BGC4D,[BGC],,Sin mapear,USD,1,0.0,99.0,101.5,0.0,2.5,2.5253,0.3696,2026-11-13,48.24,False
RC5CD,ARCOR S.A.I.C.,30502793175,,USD,1,0.0,101.5,104.15,0.0,2.65,2.6108,2.8884,2029-05-21,48.14,True
YM35C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,2,0.0,98.35,100.95,0.0,2.6,2.6436,0.6598,2027-02-27,48.11,True
YM39C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,2,0.0,109.6,112.5,0.0,2.9,2.646,4.0575,2030-07-22,48.09,True
ZPC3C,PLAZA LOGISTICA S.R.L.,30655942382,,EXT,2,0.0,99.66,102.3,0.0,2.64,2.649,1.1745,2027-09-03,48.07,True
MGCOO,Pampa Energía S.A.,30526552659,Energía - Electricidad,ARS,1,0.0,162590.0,166900.0,0.0,4310.0,2.6508,8.46,2034-12-16,48.06,True
CAC5C,Capex S.A.,30629827060,Energía - Electricidad,EXT,2,0.0,64.6,66.33,0.0,1.73,2.678,2.152,2028-08-25,48.04,True
HBCAO,BANCO HIPOTECARIO S.A.,30500011072,,ARS,2,0.0,153760.0,157930.0,0.0,4170.0,2.712,0.1424,2026-08-22,47.99,True
MR46O,Generación Mediterránea / Central Térmica Roca S.A.,33711944899,Energía - Electricidad,ARS,1,0.0,128490.0,132000.0,0.0,3510.0,2.7317,8.501,2034-12-31,47.97,True
BYCHO,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,ARS,1,0.0,163530.0,168000.0,0.0,4470.0,2.7334,2.2779,2028-10-10,47.96,True
OT41O,[OT4],,Sin mapear,ARS,2,0.0,156450.0,160750.0,0.0,4300.0,2.7485,1.5469,2028-01-17,47.91,False
TLCVO,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,1,0.0,152800.0,157000.0,0.0,4200.0,2.7487,0.909,2027-05-29,47.89,True
DNC5C,EDENOR S.A.,30655116202,,EXT,1,0.0,105.0,107.9,0.0,2.9,2.7619,2.0972,2028-08-05,47.83,True
HBCDO,BANCO HIPOTECARIO S.A.,30500011072,,ARS,2,0.0,150850.0,155100.0,0.0,4250.0,2.8174,0.3888,2026-11-20,47.79,True
PLC3C,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,EXT,2,0.0,102.0,104.9,0.0,2.9,2.8431,1.8316,2028-04-30,47.74,True
MCC2D,[MCC],,Sin mapear,USD,1,0.0,100.15,103.0,0.0,2.85,2.8457,0.9227,2027-06-03,47.73,False
BYCHC,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,EXT,2,0.0,104.5,107.5,0.0,3.0,2.8708,2.2779,2028-10-10,47.69,True
OTS3O,[OTS],,Sin mapear,ARS,2,0.0,157030.0,161570.0,0.0,4540.0,2.8912,2.3381,2028-11-01,47.66,False
CICAD,CNH INDUSTRIAL CAPITAL ARGENTINA S.A.,30714322938,,USD,1,0.0,100.1,103.0,0.0,2.9,2.8971,1.9247,2028-06-03,47.64,True
TTCEO,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,ARS,1,0.0,153500.0,158000.0,0.0,4500.0,2.9316,2.8884,2029-05-21,47.58,True
RVS1D,[RVS],,Sin mapear,USD,2,0.0,0.034,0.035,0.0,0.001,2.9412,0.6598,2027-02-27,47.54,False
YM38C,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,2,0.0,101.5,104.5,0.0,3.0,2.9557,1.0568,2027-07-22,47.5,True
BGC4O,[BGC],,Sin mapear,ARS,2,0.0,151120.0,155590.0,0.0,4470.0,2.9579,0.3696,2026-11-13,47.48,False
MR46C,Generación Mediterránea / Central Térmica Roca S.A.,33711944899,Energía - Electricidad,EXT,2,0.0,81.56,84.0,0.0,2.44,2.9917,8.501,2034-12-31,47.45,True
PN42O,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,ARS,1,0.0,156770.0,161500.0,0.0,4730.0,3.0172,0.794,2027-04-17,47.41,True
